Population,Poverty Count,poverty_male,poverty_female,poverty_white_alone,poverty_black_alone,population_american_indian_alone,poverty_asian_alone,poverty_native_hawaiian_alone,poverty_two_or_more_races,poverty_hispanic_origin,poverty_family,poverty_family_single_male,poverty_family_single_female,employment_labor_force,employment_not_labor_force,employment_employed,employment_unemployed,Zipcode,Poverty Rate,index,City,County,Type
44097.0,4843.0,2335.0,2508.0,3157.0,170.0,32.0,95.0,33.0,163.0,3864.0,915.0,147.0,456.0,23340.0,11903.0,21860.0,1480.0,90241,10.982606526521078,116,Downey,Los Angeles,Standard
42922.0,5499.0,2277.0,3222.0,2760.0,392.0,95.0,310.0,368.0,61.0,4032.0,1080.0,117.0,582.0,21656.0,11500.0,20128.0,1482.0,90242,12.811611760868553,117,Downey,Los Angeles,Standard
16929.0,1473.0,664.0,809.0,1003.0,15.0,50.0,31.0,0.0,131.0,403.0,249.0,32.0,60.0,9833.0,3612.0,9181.0,625.0,90245,8.701045543150807,118,El Segundo,Los Angeles,Standard
47969.0,9334.0,4309.0,5025.0,2439.0,1617.0,50.0,1304.0,0.0,138.0,5806.0,1937.0,174.0,866.0,24197.0,14129.0,22079.0,2118.0,90247,19.458400216806687,119,Gardena,Los Angeles,Standard
10899.0,1208.0,632.0,576.0,636.0,175.0,0.0,284.0,22.0,38.0,608.0,263.0,53.0,125.0,5425.0,3570.0,5046.0,379.0,90248,11.08358565005964,120,Gardena,Los Angeles,Standard
26286.0,3271.0,1409.0,1862.0,624.0,901.0,37.0,342.0,0.0,130.0,1668.0,481.0,13.0,253.0,12850.0,8467.0,12007.0,843.0,90249,12.443886479494788,121,Gardena,Los Angeles,Standard
97371.0,15877.0,7273.0,8604.0,4789.0,3561.0,70.0,1044.0,307.0,1190.0,9446.0,2822.0,394.0,1251.0,51742.0,22979.0,46993.0,4722.0,90250,16.30567622803504,122,Hawthorne,Los Angeles,Standard
19750.0,929.0,566.0,363.0,871.0,0.0,13.0,45.0,0.0,0.0,45.0,86.0,11.0,38.0,12747.0,3817.0,12212.0,470.0,90254,4.703797468354431,124,Hermosa Beach,Los Angeles,Standard
75636.0,19611.0,8921.0,10690.0,11727.0,81.0,99.0,285.0,151.0,202.0,18724.0,3748.0,465.0,1585.0,35931.0,21322.0,32719.0,3212.0,90255,25.928129462160875,125,Huntington Park,Los Angeles,Standard
35614.0,5221.0,2726.0,2495.0,2110.0,511.0,28.0,838.0,0.0,567.0,3302.0,938.0,150.0,327.0,19462.0,8828.0,18162.0,1300.0,90260,14.659965182231707,126,Lawndale,Los Angeles,Standard
71306.0,15584.0,7067.0,8517.0,9435.0,1098.0,288.0,166.0,4.0,221.0,13865.0,2825.0,365.0,1488.0,31747.0,21041.0,28765.0,2982.0,90262,21.85510335736123,128,Lynwood,Los Angeles,Standard
18119.0,1443.0,538.0,905.0,1123.0,114.0,0.0,78.0,0.0,106.0,119.0,191.0,14.0,80.0,9234.0,6251.0,8722.0,512.0,90265,7.9640156741542025,131,Malibu,Los Angeles,Standard
35698.0,1365.0,584.0,781.0,1139.0,5.0,8.0,80.0,0.0,28.0,211.0,219.0,0.0,106.0,17858.0,9934.0,16933.0,925.0,90266,3.823743627093955,132,Manhattan Beach,Los Angeles,Standard
27597.0,7115.0,2980.0,4135.0,5744.0,74.0,4.0,0.0,0.0,52.0,6993.0,1395.0,200.0,617.0,13251.0,6639.0,12019.0,1232.0,90270,25.781787875493713,134,Maywood,Los Angeles,Standard
22927.0,959.0,361.0,598.0,867.0,22.0,4.0,0.0,0.0,63.0,88.0,171.0,12.0,99.0,10287.0,7687.0,9856.0,424.0,90272,4.182841191608148,135,Pacific Palisades,Los Angeles,Standard
25374.0,1205.0,579.0,626.0,713.0,28.0,0.0,398.0,0.0,41.0,172.0,297.0,8.0,116.0,10749.0,9970.0,10332.0,417.0,90274,4.748955623866951,136,Palos Verdes Peninsula,Los Angeles,Standard
42606.0,1905.0,633.0,1272.0,1004.0,106.0,0.0,643.0,0.0,100.0,171.0,366.0,27.0,116.0,19291.0,15574.0,18453.0,783.0,90275,4.471201239262076,137,Rancho Palos Verdes,Los Angeles,Standard
34922.0,1917.0,733.0,1184.0,1311.0,50.0,0.0,281.0,1.0,92.0,304.0,315.0,11.0,132.0,20750.0,8469.0,19774.0,862.0,90277,5.489376324380047,138,Redondo Beach,Los Angeles,Standard
40808.0,1979.0,897.0,1082.0,1499.0,58.0,34.0,78.0,0.0,68.0,561.0,295.0,8.0,193.0,22949.0,9187.0,21522.0,1319.0,90278,4.8495393060184275,139,Redondo Beach,Los Angeles,Standard
95420.0,18351.0,7870.0,10481.0,10972.0,194.0,136.0,38.0,0.0,321.0,17753.0,3573.0,847.0,1374.0,46793.0,25720.0,41590.0,5203.0,90280,19.231817229092435,140,South Gate,Los Angeles,Standard
5714.0,360.0,237.0,123.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,30.0,3081.0,1461.0,2840.0,241.0,90290,6.300315015750788,141,Topanga,Los Angeles,Standard
27170.0,3009.0,1595.0,1414.0,2048.0,220.0,143.0,207.0,0.0,69.0,1120.0,351.0,69.0,168.0,18681.0,5009.0,17326.0,1355.0,90291,11.074714758925285,142,Venice,Los Angeles,Standard
22328.0,2520.0,897.0,1623.0,1663.0,452.0,0.0,250.0,0.0,61.0,122.0,347.0,141.0,159.0,14895.0,5462.0,14142.0,753.0,90292,11.286277319957005,143,Marina Del Rey,Los Angeles,Standard
12762.0,723.0,206.0,517.0,413.0,21.0,9.0,188.0,0.0,77.0,45.0,86.0,19.0,30.0,8945.0,2777.0,8510.0,435.0,90293,5.665256229431123,144,Playa Del Rey,Los Angeles,Standard
37518.0,7611.0,3635.0,3976.0,2336.0,2046.0,129.0,234.0,35.0,555.0,4779.0,1430.0,201.0,601.0,19434.0,9788.0,17234.0,2200.0,90301,20.286262593954902,148,Inglewood,Los Angeles,Standard
30892.0,6364.0,2748.0,3616.0,2241.0,2220.0,100.0,152.0,0.0,231.0,3846.0,1174.0,115.0,619.0,17147.0,6394.0,14746.0,2401.0,90302,20.600802796840608,149,Inglewood,Los Angeles,Standard
24658.0,5727.0,2516.0,3211.0,1469.0,1221.0,20.0,63.0,0.0,302.0,4026.0,1063.0,103.0,437.0,11833.0,7024.0,10516.0,1317.0,90303,23.225727958471897,150,Inglewood,Los Angeles,Standard
25937.0,7081.0,3130.0,3951.0,3212.0,453.0,69.0,190.0,0.0,226.0,6400.0,1302.0,223.0,479.0,13257.0,6094.0,11986.0,1271.0,90304,27.300767243705902,151,Inglewood,Los Angeles,Standard
15574.0,1905.0,996.0,909.0,367.0,1250.0,0.0,21.0,0.0,52.0,472.0,337.0,36.0,204.0,8425.0,4524.0,7858.0,567.0,90305,12.23192500321048,152,Inglewood,Los Angeles,Standard
7485.0,1033.0,461.0,572.0,673.0,167.0,31.0,89.0,0.0,30.0,153.0,63.0,12.0,51.0,5084.0,1944.0,4716.0,368.0,90401,13.800935203740815,160,Santa Monica,Los Angeles,Standard
11681.0,792.0,382.0,410.0,726.0,0.0,0.0,48.0,0.0,18.0,48.0,113.0,21.0,33.0,5837.0,3645.0,5366.0,471.0,90402,6.780241417686842,161,Santa Monica,Los Angeles,Standard
24764.0,2284.0,1090.0,1194.0,1726.0,36.0,169.0,80.0,0.0,167.0,415.0,191.0,18.0,66.0,16228.0,5542.0,15145.0,1083.0,90403,9.223065740591181,162,Santa Monica,Los Angeles,Standard
22586.0,2840.0,1378.0,1462.0,1558.0,273.0,0.0,362.0,15.0,131.0,1113.0,255.0,36.0,119.0,13422.0,5925.0,12247.0,1175.0,90404,12.574160984680775,163,Santa Monica,Los Angeles,Standard
28305.0,2913.0,1444.0,1469.0,2026.0,121.0,9.0,278.0,0.0,219.0,758.0,247.0,8.0,85.0,17382.0,6974.0,16334.0,1046.0,90405,10.291467938526763,164,Santa Monica,Los Angeles,Standard
43008.0,6874.0,2803.0,4071.0,1284.0,1084.0,17.0,861.0,14.0,394.0,3979.0,1517.0,130.0,807.0,23584.0,10303.0,21756.0,1799.0,90501,15.983072916666666,171,Torrance,Los Angeles,Standard
18010.0,1697.0,741.0,956.0,229.0,114.0,0.0,366.0,0.0,48.0,1092.0,297.0,19.0,126.0,9384.0,5668.0,8728.0,643.0,90502,9.422543031649084,172,Torrance,Los Angeles,Standard
45349.0,3532.0,1531.0,2001.0,1690.0,36.0,23.0,1523.0,0.0,120.0,538.0,657.0,67.0,245.0,23009.0,13881.0,21817.0,1192.0,90503,7.788484861849214,173,Torrance,Los Angeles,Standard
33422.0,3292.0,1250.0,2042.0,1242.0,90.0,10.0,1422.0,0.0,347.0,872.0,579.0,34.0,299.0,17525.0,10193.0,16175.0,1337.0,90504,9.849799533241578,174,Torrance,Los Angeles,Standard
37368.0,1702.0,649.0,1053.0,773.0,96.0,0.0,701.0,0.0,59.0,145.0,423.0,25.0,162.0,19323.0,10974.0,18452.0,844.0,90505,4.554699207878398,175,Torrance,Los Angeles,Standard
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90506,,176,Torrance,Los Angeles,Standard
34025.0,3563.0,1663.0,1900.0,1595.0,50.0,12.0,156.0,0.0,147.0,2615.0,634.0,77.0,266.0,17387.0,10231.0,16398.0,989.0,90601,10.471711976487876,181,Whittier,Los Angeles,Standard
26482.0,4679.0,1909.0,2770.0,1782.0,209.0,29.0,97.0,0.0,103.0,3874.0,860.0,30.0,493.0,12428.0,8060.0,11621.0,807.0,90602,17.66860509024998,182,Whittier,Los Angeles,Standard
20697.0,1164.0,563.0,601.0,713.0,58.0,0.0,49.0,0.0,90.0,539.0,202.0,25.0,32.0,10703.0,5876.0,10206.0,497.0,90603,5.624003478765038,183,Whittier,Los Angeles,Standard
